objek wisata,ulasan,atraksi,amenitas,aksesibilitas
pantai lorena,bagus sekali,,,
pantai lorena,"Pantainya bagus banget, yuk datang ke sini",positif,,
pantai lorena,Banyak sampah,,negatif,
alun alun,"Tempat bermain dan menghilangkan penat di tengah kota lamongan terlebih cobain makanan khas kota Lamongan yaitu soto Lamongan dan nasi boran 
cukup instrgamebel dengan pemandangan ala alun2 bangku2 taman, bunga2 dan pohon2 serta yang pasti tulisan nama kota itu.
",positif,,
pantai kutang,"Pantai yang unik karena namanya, yang harus lewat jembatan dan sedikit hutan bakau dulu, dan ya jembatan ini bisa untuk tempat berfoto dan ada beberapa gazebo untuk istirahat. Untuk tiket masukpun sangat murah, fasilitas juga bisa dibilang lengkap seperti mushola, warung makan ataupun toilet kamar mandi. Bahkan ada penyewaan perahu disini. Untuk jam buka sampai dengan jam 5 sore ya. Dan mohon dipatuhi anjuran dan larangan dari pengelola pantai.",positif,positif,
gunung pegat,"Yo. Untuk spot foto ini menarik, banyak spot menarik yang bisa didapat disini untuk foto. Lokasinya juga mudah sekali ditemukan, di jalan raya Babad ke arah Jombang dan dipinggir jalan raya persis lokasinya.",positif,,positif
waduk gondang,"Rindang sejuk, permainan anak cukup lumayan banyak",positif,,
alun alun,Alun2 bagus. Ada burung2 dan banyak permainan. Kren Skali ada biang Lala. Kebetulan tadi naik.bianglala gratis. Cuma di kasi tiket palsu ajah.burung banyak  dan tidak penakut,positif,,
wbl,Bagus wahana nya pngn ke situ lagi,positif,,
wbl,Sabgat bagus sekali,,,
wbl,Akses ke tempat wisata bahari juga mudah ditemukan dengan bantuan aplikasi navigasi seperti Google Maps,,,positif
wbl,Bagus tempatnya banyak wahananya tp buat anak kecil agak susah dan cuma bisa beberapa tempat wahana buat bocil. Jd buat anak kecil mungkin pesen tiketnya yg entrance aja kali ya. Sayang bgt ga kepake tiket wbl nya kepake cuma beberapa x aja,negatif,,
gunung pegat,"pemandangan cukup bagus,
Sebaiknya ditambah tanaman disekitar gazebo agar tidak terlalu panas saat sore hari",positif,negatif,
pantai lorena,lumayan,,,
wbl,"Semakin bagus. Semakin banyak wahana permainannya
Untuk fasilitasnya juga lengkap dari toilet mushola . Kemarin kesini tiket masuk 75rb udh free semua wahana
See you next time",positif,positif,
wbl,Sangat menyenangkan. Wahana juga lengkap...,positif,,
goa maharani,menyenangkan Bagus buat rekreasi sama anak-anak,positif,,
wbl,Sangat memuaskan,,,
alun alun,"Nyaman dan Asri, apalagi berhadapan dengan masjid agung jadi mudah beribadah..",positif,positif,
wbl,Untuk wahana yang ada diwbl rata² untuk dewasa..yang anak² nggak begitu banyak..,negatif,,
waduk gondang,Ke sini pas sore hari jam 16:30. Begitu turun dari mobil langsung diserbu banyak nyamuk. Akhirnya masuk lagi ke mobil dan hanya berkeliling seputaran taman dan pulang lagi.,,negatif,
alun alun,Enak dan pas bwt liburan tipis2 bersama keluarga,positif,,
alun alun,Bersih dan tertib,,positif,
alun alun,relatif bersih dan bikin nyaman,,positif,
gunung pegat,"Beautiful scenery, disarankan datang ketika sunrise/set, tiket masuk murah, harga maknaan standar",positif,positif,
alun alun,"Bagus cuma kebersihan nya kurang di jaga dan wahana untuk anak"" banyak yg rusak!",,negatif,
waduk gondang,Bagus,,,
alun alun,Majib di kunjungi buat hiburan rekreasi sama keluarga,positif,,
gunung pegat,Nyaman buat nyantai bareng keluarga atau pasangan juga,positif,,
alun alun,Sangat enak untuk bersantai sama keluarga terutama anak anak,positif,,
goa maharani,Edukasi pengenalan langsung dengan hewan untuk anak2 sangat bagus buat wawasan,positif,,
alun alun,Tempat yang cocok untuk membawa anak bagi yang sudah berkeluarga,positif,,
gunung mas mantup,Lokasi wisata yg murah meriah dengan pemandangan yang bagus buat yang suka selfi,positif,,
wego,Lumanyan dan tiket murah,positif,,
pantai kutang,Pantai cantik  akses menuju lokasi pun tidak sulit & bagus jalannya,positif,,positif
alun alun,tempat y lumayan bagus dn adem.jg ada permainan anak2.,positif,positif,
wbl,"Bersih , tetapi wahana kurang terawat, pemandangan pantai langsung",positif,negatif,
waduk gondang,"Waduk gondang adalah wisata air, tempat pemancingan dan ada taman sangat rindang dan sejuk, idola wisatawan lokal yang berada Di Kecamatan Sugio",positif,,
alun alun,Indah,positif,,
wbl,Bagus tapi slot parkir ga memadai sehingga harus parkir di parkir liar yg harganya 2x lipat(20rb),,negatif,
alun alun,Berbagai menu Kuliner murah tapi nikmat joss,,positif,
alun alun,Hiburan bianglala gratis.. Tis.. Tis,positif,,
gunung mas mantup,Wisata alam buatan,positif,,
waduk gondang,Tempat yg sejuk,positif,,
alun alun,Bersih alun2 nya mantap,,positif,
wbl,Semakain mantap juga terjangkao tiket masukya,positif,,
goa maharani,seruuu byk koleksi binatang ny,positif,,
gunung pegat, lumayan berisik di depan,,negatif,
alun alun,Taman yang mantap buat anak anak,positif,,
pantai lorena,Sore lebih nyaman,,positif,
gunung pegat,bagus,,,
alun alun,Alun alun yang lengkap dan nyaman untuk bermain,,positif,
alun alun,Tmpatnya indah dan nyaman,positif,,
pantai lorena,Alternatif Istirahat lepas penat ..t4 nyantai damai...cukup nyaman...ramah pedagangnya,,positif,
pantai lorena,Parkir krg luas,,negatif,
alun alun,Semakin bersih,,positif,
alun alun,"Bersih, terawat",,positif,
waduk gondang,Tempat rekreasi cocok untuk segala usia.,positif,,
wbl,Tempat lokasi yg mudah terjangkau akses dari mana juga muda didapat. Wbl tempat yg cocok untuk berlibur dgn keluarga segala macam jenis mainan ada juga fasilitas penunjang lainnya,positif,positif,positif
pantai kutang,"salah satu tempat wisata yg ada di kab. lamongan, tempatnya nyaman, hrga tiketnya juga murah dan suasana sun setnya sangat fotogenik serta ngangenin",positif,positif,
alun alun,Alun alunya semakin bagus. Banyak wifi gratisnya juga.,,positif,
pantai lorena,"Pagi-pagi sarapan di sini tenang sekali, udaranya enak dan pemandangan langsung ke pantai",positif,,
wbl,Harus ada peningkatan wahana dan jenis hiburan yg baru dan menarik,negatif,,
goa maharani,"Fasilitas lengkap, tempat bersih",,positif,
alun alun,Alun-alun yang merupakan jantung kabupaten Lamongan semakin mempesona. Jajaran Taman dan Air mancur serta trotoar yang lebar membuat nyaman untuk dijadikan tempat berkumpul diluar ruangan,positif,,
alun alun,"Mampir ke alun-alun pas bianglala buka walau hampir 1/2 jam nunggu antrian tapi anak-anak tetep semangat,,jadi pengalaman tak terlupakan buat anak-anak naik bianglala pertama kali disaat malam hari
Tapi jangan lupa pake masker karena yang ga pake masker harus siap ditolak masuk walaupun sudah ikut mengantri",positif,,
alun alun,"Tempatnya bersih bagus n luas
Ada banyak spot foto,wahana bermain n olah raga.",positif,positif,
wbl,"tempat bersih kok.., area parkir juga luas..
untuk pengalaman wahananya nanti nyusul ya boss.. tunggu aja biar nambah penasaran",,positif,
gunung pegat,"Mantapnya, ada beberapa wahana gratis untuk hiburan keluarga, ada gym, terapi ikan, odong odong, balon terbang, perahu di atas bukit, dll, tersedia juga warung dan mushola.",positif,positif,
alun alun,Nyaman buat anak kecil betah berjam-jam disana. Banyak tempat yang terpadu tidak terpisah terlalu jauh,,positif,
waduk gondang,tempat yang cocok buat bersantai dengan keluarga,positif,,
wbl,Cukup menyenangkan.. Petugasnya ramah ramah..,,positif,
pantai lorena,"banyak penjual makanan di pinggir pantai, sambil nikmati angin laut",positif,positif,
wbl,"Kebetulan datang pas barengan sama banyak banget rombongan anak sekolah, sehingga ada penumpukan di pintu masuk. Ruang bilas dan ruang ganti yg sangat kurang layak dan kurang mencukupi utk jumlah pengunjung segitu banyak. Belum lagi ruang bilas sangat tertutup tanpa ventilasi udara, td ada yg pingsan disana. Ruang bilas hanya ditutup tirai yg menyatu antara satu ruang dengan ruang lain. Sehingga klo satu ditarik surang satunya juga ikut terbuka.",,negatif,
goa maharani,"Berkreasi...
Bisa mengenal berbagai satwa ( sarana edukasi, konservasi dan rekreasi )",positif,,
pantai lorena,Tempatnya rimbun. Warga ramah,positif,positif,
gunung pegat,"Yg mau liat sunrise disini, jam 5-an pagi lgsg gass kesini gaiss.
Pemandangan nya cantik, tersedia foodcourt, kamar mandi",positif,positif,
wbl,Letak wisata bahari Lamongan di jalur pantura membuatnya mudah dijangkau oleh pengunjung dari berbagai latar belakang dan daerah,,,positif
alun alun,"Soto lamongannya enak banget, rasanya khas apa lagi yg deket gapura pokoke muantep",positif,,
gunung mas mantup,"Tempatnya terlalu sederhana, tidak menarik sama sekali",negatif,,
alun alun,Mantab gratis naik bianglala,positif,,
wbl,"Cocok untuk yang mau refreshing,healing,pacaran,atau sekedar mencari hiburan.",positif,,
wego,"Cukup terjangkau, bagi keluarga ekonomi menengah ke bawah",positif,,
pantai lorena,Bagus sekali makanan di pinggir pantai lumayan enak,,positif,
wbl,"Tempat wisata di Lamongan paling luar biasa serunya, pelayanan sangat ramah, ke Lamongan wajib mampir WBL,, sangat disayangkan akses jalan menuju ke wbl sungguh terjal penuh lubang",,positif,negatif
waduk gondang,asyik buat ngopi,positif,,
pantai lorena,pantai bagus dan indah di pantura... Menikmati sambil makan rujak,positif,,
pantai lorena,"Lokasinya strategis, pinggir jalan raya, viewnya bagus sekali",positif,,positif
pantai lorena,Ada tempat nongkrongnya buat santai sama keluarga. Es dawet siwalan dan rujak buahnya oke,positif,positif,
alun alun,"Taman alun-alun yang bagus dan menyenangkan, cocok untuk keluarga. Lokasinya strategis ada di jantung kota Lamongan. Dekat dengan kantor bupati dan masjid raya juga. Akses kemana-mana juga mudah. ",positif,,positif
alun alun,"tempat wajib dikunjungi kalo lagi ke lamongan nih, jujur sekarang alun-alun lamongan jauh lebih bagus kalo dibandingin sama yang dulu, sekarang tempatnya bersih karena sudah tidak ada pkl, lebih tertata dan lebih menarik.
lamongan megilan",,positif,
gunung pegat,Tanjak an nya muantap betul.,,,negatif
wbl,"Tempat luas nyaman, Banyak permainannya.. Seru menguji adrenalin.. Bersih juga",positif,positif,
alun alun,Bianglala Lamongan,positif,,
wbl,Saat kesana arena bermain bersama kucing sedang tutup. Nggak ada petugasnya dan nggak ada kucingnya. ,,negatif,
alun alun,Suasananya menyenangkan,positif,,
alun alun,bianglalanya ga pernah hidup lagi,negatif,,
wego, lokasi cukup jauh dan jalan lumayan bergelombang,,,negatif
alun alun,"Salah satu icon kota kebanggaan Lamongan, dengan dibangunnya bianglala dan taman yg indah membuat daya tarik warga Lamongan serta warga luar Lamongan untuk datang mengunjunginya",positif,,
gunung mas mantup,Brandingnya Gunung. Tapi ketika dilokasinya justru kesan gunungnya kurang menonjol. Memang tempatnya cukup bagus. Tapi sayang ga ada petunjuk jalan menuju ke lokasi. Jadi agak kesusahan cari tempatnya.,negatif,,negatif
wbl,Sangat memuaskan,,,
goa maharani," rute atau arah yang sedikit rumit meskipun sudah disediakan peta, saya agak kesusahan saat mau mengunjungi satu demi satu hewan yang ada karena pasti ada yang terlewati.",,,negatif
wego,Tempat baru yg menarik dg akses jalan buruk,positif,,negatif
wbl,Banyak wahana menarik. Tiket entrance dan tiket terusan. Beberapa wahana mesti bayar lagi. Wahana dekat pantai cukup menantang.,positif,,
alun alun,Tempat yg nyaman untuk tamasya keluarga,positif,,
gunung pegat,bagus ada rintangannya waktu nyepeda,positif,,
alun alun,Alun2 banyak makanan,,positif,
goa maharani,"Walaupun tidak luas, tapi hewannya bagus² dibanding kebun binatang yang lebih besar. Nyaman karena pengunjung tidak padat, tempat teduh. Puas bisa feeding gajah, jerapah, burung. Ada playground juga. Singa keliatannya sedang sakit.",positif,,
alun alun,Tempatnya enak welcome bgt buat anak2 juga...,positif,,
wego,Nyaman bersantai bersama keluarga ..,positif,positif,
gunung pegat,Pemandangannya indah sekali. Cocok bagi kalian yg pengen piknik murah meriah di area wonogiri-sukoharjo. Paling rame kalau hari libur atau ahad. Jalan menuju puncak sudah bagus. Gaskeun,positif,,positif
wbl,"Tempat wisata yg mirip2 dufan tapi versi lebih kecilnya yaaah, ada banyak bgt wahana dan juga lebih murah dong pastinya ..
Toiletnya juga bersih, banyak yg jual makanan ataupun oleh2 khas Lamongan. Dengan pemandangan lautan jadi nilai plus untuk tempat ini.
Berikut foto yg saya ambil ketika berkunjung disana",positif,positif,
alun alun,"banyak permainan anak"" yg perlu perbaikan",,negatif,
goa maharani,Tempat edukasi buat Anak....,positif,,
goa maharani,goa nya kurang menarik seperti dulu,negatif,,
wbl,Wahaha sumpah bikin merinding jantung berdebar,positif,,
goa maharani,Sangat puas dengan hewan2 nya,positif,,
alun alun,"Keren,luas,bersih,rapi",,positif,
gunung mas mantup,Josss..sangat menbantu saya dijalan,,,positif
alun alun,"Tempat berburu wifi gratis, banyak jualan dari makanan sampai bebajuan",,positif,
alun alun,"Tempat bermain bareng keluarga, sarana bermain sudah di sediakan.. malam hari lebih ramai, ada komedi putar dan taman yang luas",positif,,
waduk gondang,"Jika Anda tidak ingin membawa kendaraan pribadi, Anda dapat menggunakan angkutan umum dari Lamongan menuju Gondang",,,positif
pantai kutang,Sunsetnya sangat bagus dan menarik,positif,,
wbl,Mantap,,,
alun alun,"Tempatnya bersih, sejuk dan nyaman dekat dengan masjid agung",,positif,
goa maharani,"Bagus tempatnya bersih jg, cuma kalau bisa operasional didalem jgn pake motor, karena sayang aja kita mau jalan2 dgn tujuan asri malah kena asep knalpot, mungkin bisa diganti pake motor listrik atau segway",,negatif,
goa maharani,"Maharani zoo, baik dan mnyenangkan karna bisa feeding girafe, anak2 senang sekali,

tp sungguh sangat kecewa sm penjual oleh2..ati2 aja buat yg blnja brem d kardus wrna kuning,yg 10rb,dpt 3 kotak.. dr luar isinya d bkin kya penuh, tp isinya cm 3 biji..mnding beli yg kemasan transparan bisa kliatan isinya, smoga dpat hidayah yg produksi dan yg bkin.. dosa besar ini..",positif,negatif,
gunung mas mantup,"Kalau boleh tambahin donk pohon""nya biar teduh dan tambah nyaman",,negatif,
gunung pegat,View bagus,positif,,
alun alun,alon alon lamongan... obyek destinasi dengan fasilitas yg mendukung kreasi anak anda..,,positif,
alun alun,"kalau bisa di tengah dikasih pohon lagi, panasss",,negatif,
waduk gondang,Tempatnya sih asri sayang penataanya semrawut banyak fasilitasnya yang tdk terawat,positif,negatif,
alun alun,Tempanya nyaman dan bersih,,positif,
pantai lorena,Nyaman bgt asal pinter nyari tempat,positif,,
goa maharani,Bagus,,,
alun alun,Banyak taman dan wahana permainan yang rusak ,,negatif,
pantai kutang,Panas dan digazebo seharusnya dikasih tempat duduk,,negatif,
pantai lorena,Indah,positif,,
pantai kutang,Tempat favorit utk rekreasi murah makanan juga murah,,positif,
wego,Terlalu jauh dari kawasan perkotaan. Jadi perjalanan menuju ke lokasi dari jalan raya provinsi cukup jauh,,,negatif
goa maharani,Cocok untuk liburan anak-anak... Rekreasi sekolah. Edukasi tentang binatang.,positif,,
alun alun,"Akses mudah ke alun-alun membuat tempat ini menjadi pusat kegiatan seni, budaya, dan pariwisata di kota tersebut",positif,,positif
alun alun,"Alun alunnya bagus, bersih sy suka banget",,positif,
wbl,"Disini seperti tempat main wahana lainnya,ada bianglala,crazycar,histeria,bioskop 3D,dan masih banyak lainnya.disini banyak yang menjual makanan minuman bahkan pakaian.dibelakang langsung menghadap ke laut yang cantik dan masih bersih",positif,positif,
alun alun,Teman berkumpul keluarga dan mengenang masa muda . Ada bianglala dan taman bermain anak juga ada air mancur nya,positif,,
alun alun,baru beberapa tahun di overhaul tapi kualitas tidak standart sama sekali sudah banyak kerusakan,,negatif,
alun alun,Banyak perubahan fasilitas hiburan dan olah raga untuk masyarakat sekitar kota khususya dan kabupaten pada umumnya,,positif,
alun alun,"Untuk hiburan gratis ajak anak dan cucu.
Full mainan dan jajanan merakyat.
Sayang dampak pandemi covid-19 belum pulih.",positif,positif,
gunung mas mantup,"wisata baru, ada danau bebek, tempat chil nongkrong so was amzz  bareng keluarga, enak buat ngilangin penat sejenak, enak bnget sore"" disini, fasilitas toilet, mushola, warung, tempat parkir oke. thank u. terus berkembang",positif,positif,
gunung pegat,"Di situ ada tempat kuliner  makanan khas jawa,getuk lindri,cenil,cetil,pecel gendar,ketoprak dll,wis pokoe suasana alami udara segar tempat idum,untuk trmpat selpi juga ada",positif,positif,
pantai lorena,"Nyaman untuk bersantai, menikmati pemandangan pantai sambil makan rujak buah paciran",positif,,
wbl,Siipp,,,
waduk gondang,"Udara sejuk, pemandangan indah gelombang air yg tenang",positif,,
alun alun,"Terakhir ke sini 2009
Sekarang sudah banyak berubah
Banyak mainan untuk anak",positif,,
goa maharani," Lahan parkir kurang luas, kesadaran pengunjung utk kebersihan masih rendah. Tarif murah,",,negatif,
pantai lorena,"Pantainya bagus, cocok buat santai di sore hari",positif,,
gunung pegat,Luarrrr biasa!!!,,,
