objek wisata,ulasan,atraksi1,atraksi2,atraksi3,amenitas1,amenitas2,amenitas3,aksesibilitas1,aksesibilitas2,aksesibilitas3,hasil atraksi,hasil amenitas,hasil aksesibilitas
wbl,"Asik banget, selain pemandangan pantai yang tergolong cantik, juga terdapat banyak wahana permainan, dan juga aneka jenis kuliner",,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,Mantap,,,,positif,,,,,,,,
wbl,Wahana bagus Bersih.,,,,,positif,positif,,,,,positif,
wbl,"WBL dekat dengan wilayah Bojonegoro, dan mudah dijangkau, serta wahana yang banyak membuat anak-anak sangat terhibur dan menyenangkan.",,positif,positif,,,,positif,,positif,positif,,positif
wbl,Bagus dan baik,positif,,,positif,,,,,,,,
wbl,Luar biasa,,,,positif,,,,,,,,
wbl,Tempat yg indah dan nyaman,positif,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,wisata.e wong lamongan,,,,positif,,,,,,,,
wbl,"Pertama kali ke sini bersama keluarga,, anak² sangat antusias untuk menikmati setiap wahana yg tersedia. Dan yg tak kalah penting adalah toilet dan foodcourt lumayan banyak, sehingga kita ga binggung untuk mencari kedua tempat tersebut.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,Sip,,,,positif,,,,,,,,
wbl,Bagus,,,,positif,,,,,,,,
wbl,"Seru, tpi jarak nya jauh dari rumahku butuh 5 jam perjalanan naik tayo",,positif,,positif,,,negatif,negatif,negatif,,,negatif
wbl,Parkir nyaman tiket standart,,,,positif,positif,positif,,,,,positif,
wbl,Luar biasa dan di tambah kan lagi kalo ada kereta hantunya lebih serem,,positif,positif,positif,,,,,,positif,,
wbl,Banyak permainanya dan cocok untuk anak2 dan dewasa,,positif,positif,positif,,,,,,positif,,
wbl,Luar biasa,,,,positif,,,,,,,,
wbl,Tempat yang tepat untuk membahagiakan keluarga anda...,,positif,positif,positif,,,,,,positif,,
wbl,Wisata dekat dengan rumah saya,,,,positif,,,,positif,positif,,,positif
wbl,Saya sangat suka mengujungi wisata bahari lamongan Karena banyak permainan yang sangat mengedukasi,,positif,positif,positif,,,,,,positif,,
wbl,Tempat nya bagus sekali,,positif,,positif,,,,,,,,
wbl,Selalu ramai,,,,,,,positif,,,,,
wbl,Bagus dan harga tiket masuk menyesuaikan,,positif,positif,positif,,,,,,positif,,
wbl,Sangat rekomended,,,,positif,,,,,,,,
wbl,Siipp,positif,,,positif,,,,,,,,
wbl,Worth it bgt lah tiket harga segitu.. Seharian g bkalan cukup njelajah semua.,positif,positif,positif,positif,,,,,,positif,,
wbl,"Merupakan tempat wisata yang cukup bagus di wilayah pesisir lamongan, di dalamnya banyak sekali wahana seperti crazy car coaster tagada, wahana bawah laut, jet coaster, rumah sakit hantu, rumah kucing, tapi ketika kita masuk ada beberapa yang harus berbayar seperti gokart, kano atau yang lain, cocok untuk liburan bersama keluarga atau sang kekasih untuk seru seruan bersama",positif,positif,positif,positif,,,,,,positif,,
wbl,"Baik, indah",positif,positif,positif,,,,,,,positif,,
wbl,Tempat bagus untuk wisata keluarga..,,positif,positif,positif,,,,,,positif,,
wbl,Salah satu tempat wisata yang lumayan bagus di desa paciran dan banyak dikunjungi warga sebagai tujuan di hari Jum'at,,positif,positif,positif,,,,,,positif,,
wbl,"Kali ini setelah skian lama sy baru berkunjung lagi ke Tanjung kodok, wisata bahari lamongan yg dikenal wisata pinggir pantai terdapat batu yg berbentuk mirip sprti katak dan didalamnya terdapat wahana permainan dll, parkiran yg sangat dan bersih",positif,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,"Parkirannya sangat luas dan bersih tapi di dalam agak sedikit kotor,mungkin kemarin pas hujan apalagi kamar mandi dekat kolam anak.Karena sandal tidak di lepas maka lantai menjadi sangat kotor,dan pintu kamar mandinya pakai kain.",negatif,,,,negatif,negatif,,,,,negatif,
wbl,Bagus wahana dan spot foto,,positif,positif,positif,,,,,,positif,,
wbl,"Cocok untuk yang mau refreshing,healing,pacaran,atau sekedar mencari hiburan.",,positif,positif,positif,,,,,,positif,,
wbl,Tempat ini bagus pemandangan ya,,positif,positif,positif,,,,,,positif,,
wbl,lokasi mudah ditemukan karena posisinya ada di jalan pantura,,,,,,,positif,positif,positif,,,positif
wbl,Tempat lokasi yg mudah terjangkau akses dari mana juga muda didapat. Wbl tempat yg cocok untuk berlibur dgn keluarga segala macam jenis mainan ada juga fasilitas penunjang lainnya,,positif,positif,,positif,positif,positif,,positif,positif,positif,positif
wbl,Ada beberapa wahananya yg tidak berfungs,negatif,,negatif,,,,,,,negatif,,
wbl,Wbl tempat paling asik untuk dikunjungi bersama keluarga,,positif,positif,positif,,,,,,positif,,
wbl,Wisata lengkap. Banyak wahana permainan untuk anak-anak dan dewasa. Memadukan wisata alam pantai laut jawa dan goa alam Goa Maharani yang lengkap dengan kebun binatangnya yang berada dalam satu lokasi. Wisatawan datang dalam satu lokasi sekali parkir kendaraan bisa menikmati berbagai macam jenis wisata. Bagus. Tidak rugi jauh-jauh datang kesini. Perlu waktu sehari untuk menikmati seluruh anjungan lengkap dengan Maharani Zoo.,,positif,positif,positif,,,positif,,,positif,,
wbl,Safety wahananya kurang,,,,negatif,negatif,negatif,,,,,negatif,
wbl,Sangat memuaskan,,,,positif,,,,,,,,
wbl,Tempatnya menarik dan tempat parkirnya luas,,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,"Selalu suka studytour kesini, makin banyak wahananya",,positif,positif,positif,,,,,,positif,,
wbl,"Emezing
Cuma minuman kemasan MiLO 110 ml di dalam kemahalan,7000 k",,,,negatif,negatif,negatif,,,,,negatif,
wbl,Tempat ini sangat indah dan cocok untuk anak anak,positif,positif,positif,positif,,,,,,positif,,
wbl,Sayang film 3 dimensi nya gak ganti²,,negatif,negatif,negatif,,,,,,negatif,,
wbl,Bagus wahana nya pngn ke situ lagi,,positif,positif,positif,,,,,,positif,,
wbl,Mantap tempatnya cocok untuk liburan tempatnya adem rame,positif,positif,positif,positif,,,,,,positif,,
wbl,Naik wahana yang sangat sangat memuaskan,,positif,positif,positif,,,,,,positif,,
wbl,"Spotnya bagus buat foto dan rekreasi keluarga, terutama buat anak keci",positif,positif,positif,,,,,,,positif,,
wbl,Wisata dengan wahana yang menegangkan,,positif,positif,,,,,,,positif,,
wbl,Cukup menyenangkan.. Petugasnya ramah ramah..,,positif,,positif,positif,positif,,,,,positif,
wbl,"Tempat rekreasi yang lengkap untuk keluarga, wahana yang bermacam macam dan penuh tantangan",,positif,positif,positif,,,,,,positif,,
wbl,Alhamdulilah,,,,positif,,,,,,,,
wbl,Sangat menyenangkan. Wahana juga lengkap...,,positif,positif,positif,,,,,,positif,,
wbl,Banyak wahana baru,positif,positif,positif,,,,,,,positif,,
wbl,Cocok liburan air + gua maharani,positif,positif,positif,,,,,,,positif,,
wbl,Bagus kok tenang ada rumah hantu juga ko dan mainan yang bagus banget,,positif,positif,positif,,,,,,positif,,
wbl,"masih terkesan biasa biasa saja.
perlu tambahan penataan ruang rekreasi, agar lbh menarik bagi pengunjung.
Untuk wisata MAZOLA perlu tambahan tempat duduk bagi pengunjung,  supaya tempat wisata semakin nyaman.",,negatif,negatif,positif,negatif,negatif,,,,negatif,negatif,
wbl,"Good place for recreation..
Nyaman buat klg dg baby n balita juga utk lansia krn minim tangga.. Dekat dg pujasera di setiap wahana...
Wahana utk remaja ekstreembroo...
Dg htm terjangkau n toilet yg bersih n lahan parkir yg luas Wes pokoke view e apik dan tidak mengecewakan ...",,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,Kamar ganti kolam renangnya jorok gak ada gantungan bajunya..,negatif,,,negatif,negatif,negatif,,,,,negatif,
wbl,"Kebetulan datang pas barengan sama banyak banget rombongan anak sekolah, sehingga ada penumpukan di pintu masuk. Ruang bilas dan ruang ganti yg sangat kurang layak dan kurang mencukupi utk jumlah pengunjung segitu banyak. Belum lagi ruang bilas sangat tertutup tanpa ventilasi udara, td ada yg pingsan disana. Ruang bilas hanya ditutup tirai yg menyatu antara satu ruang dengan ruang lain. Sehingga klo satu ditarik surang satunya juga ikut terbuka.",,,,negatif,negatif,negatif,,,,,negatif,
wbl,Anak-anak saya puas liburan di WBL.... Harga makanannya pun masih terjangkau,,positif,,positif,,positif,,,,,positif,
wbl,lumayan menghibur bagi anak2. pinggir pantai,,positif,positif,positif,,,,,,positif,,
wbl,"Kali ketiga kesini antar rekreasi anak sekolah. Fuulll, gak bisa menikmati liburan karena barengan sama rombongan anak sekolah ber bis2. mau mainan juga antriannya panjang buanget.",positif,negatif,negatif,positif,,,,,,negatif,,
wbl,Wisata yg sangat bagus buat keluarga...harga yg terjangkau...pokoknya top .....tempatnya bersih...,positif,positif,positif,positif,positif,,,,,positif,positif,
wbl,Degan jelly,,,,,,,,,,,,
wbl,"Semakin bagus dan lengkap wahananya, puas seharian berwisata tanpa harus keluar lokasi",,positif,positif,positif,,,positif,,,positif,,
wbl,Cocok buat liburan keluarga,,positif,positif,positif,,,,,,positif,,
wbl,"Boleh bawa makanan ringan dan minuman masuk, masuk wahana permainan tidak perlu menunggu full, walaupun sedikit tetap dioperasikan wahananya",,positif,positif,positif,,,,,,positif,,
wbl,"Seru gayss,,, saya baru pertama kali main ke sini. Jauh"" dari Tanggerang Selatan.",,positif,positif,positif,,,,,,positif,,
wbl,Bagus sekali,,,,positif,,,,,,,,
wbl,"Asyik, menarik dan mengedukasi siswa",,positif,positif,positif,,,,,,positif,,
wbl,Jual keliling,,,,positif,,,,,,,,
wbl,Wisata keren & juga lengkap untuk semua usia di pesisir LA,,positif,positif,positif,,,,,,positif,,
wbl,"Murah, meriah, puas",,,,positif,,positif,,,,,positif,
wbl,"Bagus sekali,,rekomendasi untuk berwisata keluarga,gathering,anak-anak sekolah maupun yang lainnya...tempatnya juga terjaga bersih,,",positif,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,Bagus dan nyaman,positif,,,positif,,,,,,,,
wbl,So so lah...,,,,positif,,,,,,,,
wbl,Sangat menarik,,positif,positif,positif,,,,,,positif,,
wbl,Menyenangkan,,,positif,,,,,,,,,
wbl,"Tempatnya bagus, bersih, banyak wahana.. sayangnya untuk anak dibawah 6th tidak banyak wahana yg bisa dimainkan.. untuk harga tiket bervariasi mulai harga 50rb sampai 100.",,negatif,negatif,positif,positif,positif,,,,negatif,positif,
wbl,Sangat cocok untuk Tempat liburan keluarga..,,positif,positif,positif,,,,,,positif,,
wbl,Bagus,,,,positif,,,,,,,,
wbl,"Sarana toilet diarea parkiran kurang , selalu antri",,,,negatif,negatif,negatif,,,,,negatif,
wbl,Banyak wahana yg dlm perbaikan. Klo beli karcis terusan jadi agak kecewa yaa..,,negatif,negatif,negatif,,,,,,negatif,,
wbl,Wahana wisata yang berada di pesisir pantai dengan berbagai arena bermain yang memanjakan pengunjungnya... Punya masjid yang baguss dan cocok untuk bersantai juga ... Alhamdulillah,positif,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,Okay,,,,,,,,,,,,
wbl,wahana nya lengkap seru,positif,positif,positif,,,,,,,positif,,
wbl,"tempat wisata yg lengkap dilamongan, harganya sesuai dengan fasilitas yg didapet sih",,,,positif,positif,positif,,,,,positif,
wbl,"Walau sudah lebih dari 10 thn, rumah sakit hantu masih favorit serunya.",positif,positif,positif,,,,,,,positif,,
wbl,Banyak permainan menarik yg wajib di coba,positif,positif,positif,,,,,,,positif,,
wbl,Tempat yang seru dan menyenangkan,positif,positif,positif,,,,,,,positif,,
wbl,Bagus banget,,,,,,,,,,,,
wbl,"Terkahir kesini beberapa tahun lalu ternyata tidak ada yang berubah, hanya beberapa yang berubah, tapi perubahan nya tidak bagus",,negatif,negatif,,,,,,,negatif,,
wbl,sejak jaman sd sih kesini..baru ngulas aja.. bagus tempatnya. kek selalu jadi idola permainan²nya apalgi rumah berhantunya. sama auditorium serangga,,positif,positif,,,,,,,positif,,
wbl,Bagus dan enak buat liburan keluarga atopun sama teman,,positif,positif,,,,,,,positif,,
wbl,Bagus tapi slot parkir ga memadai sehingga harus parkir di parkir liar yg harganya 2x lipat(20rb),,,,negatif,negatif,negatif,,,,,negatif,
wbl,Bagus dan bersih,positif,,,positif,,positif,,,,,positif,
wbl,Mungkin karena pandemi Beberapa wahana sdh mulai rusak,negatif,negatif,negatif,,,,,,,negatif,,
wbl,Serrruuuu,,,,positif,,,,,,,,
wbl,"Banyak permainan dengan tiket full,  pagi sampai sore berasa happy",,positif,positif,positif,,,,,,positif,,
wbl,Puasss bngt,,,,positif,,,,,,,,
wbl,Seru banget,,,,positif,,,,,,,,
wbl,"Kesini cuma cari oleh2 saja.. Ternyata oleh2  rata2 sdh dikemas 10.000 dpt 3 utk kripik2 an. Tp sy cari yg khas.. Jenang pacirsn tidak ada. Yg khas lainnya berbagai krupuk, kripik ikan layur, gula aren, ada pasong yg dbungkus spti lepet tp syg 1 hari sdh lender, trasiii",,,,positif,negatif,negatif,,,,,negatif,
wbl,"Mungkin jembatan penghubung antara WBL & Maharani Zoo yg perlu ditingkatkan kualitas & kebersihannya.
Mengingat lokasi yg cukup panas, mungkin juga perlu ditambah spot2 teduh.",,,,negatif,negatif,negatif,,,,,negatif,
wbl,Untuk wahana yang ada diwbl rata² untuk dewasa..yang anak² nggak begitu banyak..,,negatif,negatif,positif,,,,,,negatif,,
wbl,"Saatnya manjakan anak, tempat bersih tertata dan relatif murah",positif,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,"Tempat wisata di Lamongan paling luar biasa serunya, pelayanan sangat ramah, ke Lamongan wajib mampir WBL,, sangat disayangkan akses jalan menuju ke wbl sungguh terjal penuh lubang",,positif,,positif,positif,positif,positif,negatif,negatif,,positif,negatif
wbl,saran aja mushola yg ada d area kolam renang Deket foodcout kalau bisa agak lebih baik dikit. Seperti di lokasi2 wahana lain ...,,,,positif,negatif,negatif,,,,,negatif,
wbl,"makanan foodcourtnya enak , murah , rasanya masih aman gakaya tempat wisata lain. pusat oleh2 jg masih manusiawi harganya. tapi sayang pantainya gabisa buat kecek2",,,,positif,positif,positif,,,,,positif,
wbl,Alhamdulillah supir udh diperhatikan sama pihak pengelola wisata dengan diberi banus walaupun cm makan minum ma snak luar biasa. Makasih WBL.,,,,positif,positif,positif,,,,,positif,
wbl,wahana cukup bagus dan fasilitas beragam,,positif,positif,positif,,positif,,,,positif,positif,
wbl,"Masjid di dekat tempat parkir cukup luas, di dalam juga ada musholla kecil. Kalau ingin oleh2 kaos, harganya cukup terjangkau. Jangan lupa beli Wingko Babat khas Lamongan.",,,,positif,positif,positif,,,,,positif,
wbl,Pengunjung WBL sudah makin ramai pasca pandemi covid,,,,positif,,,,,,,,
wbl,Banyak yang kurang,,,,,,,,,,,,
wbl,"Tempat yang cocok banget buat anak-anak. Ada berbagai permainan yang menarik buat anak-anak sampai orang dewasa. Dan ada kolam renang yang tentunya bisa dipakai segala usia. Kalo kesini mending beli tiket terusan wbl+mzg karena biar sekalian bisa keliling liat berbagai macam hewan + masuk ke Goa Maharani. Selain itu hampir semua permainan free kalo pake tiket terusan jadi enak bisa main sepuasnya. Selain itu mending datengnya agak pagi biar waktunya lebih lama dan santai nggak keburu tutup, karena tutupnya sekarang sampai jam 4 sore aja.",,positif,positif,positif,,,,,,positif,,
wbl,"WBL SERUU ABISSS. destinasi wisata yang sangat cocok untuk dikunjungi keluarga atau teman, karena ada wahana yang sangat banyak dan juga ada pantai yabg dapat memanjakan mata. yang awalnya saya kira wahananya membosankan ini malah sangat memicu adrenalin dan cocok untuk orang yg suka main wahana seperti ini. tiket masuk terusan juga hanya 75k karena saya datang saat weekday. tersedia pujasera dan masjid juga didalamnya.",,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,"Asikkk bgtt.. Berasa private place.
Wahananya bisa semua kecuali rollercoster sm satu lagi gtw apa..",,positif,positif,positif,,,,,,positif,,
wbl,Wisata yg terletak di paciran masuk daerah lamongan dulu namanya pantai Tanjung kodok. Sudah ke dua kali kesini..makin banyak wahana tambahan nya. Ada tiket terusan ke goa maharani. Saran ..klo kesini pagi aja biar semua wahana bisa dinikmati dan bisa cuzz ke goa juga karena tutup jam 4 sore.,,positif,positif,positif,,,,,,positif,,
wbl,"Wahana permainannya semakin banyak dan tempat banyak yang berubah, terakhir kesana 2018 hehehe.
Tp sekarang tempatnya tambah bagus kok",,positif,positif,positif,,,,,,positif,,
wbl,"Fasilitas kurang lengkap, tp gpp untuk pemandangan kumayan cakep",positif,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
wbl,"MEMBOSANKAN, PANAS, JALANNYA RUSAK SEMUA, TEMPAT PERMAINANNYA SUDAH RUSAK SEPERTI TIDAK TERURUS.",negatif,negatif,negatif,,,,negatif,negatif,negatif,negatif,,negatif
wbl,"Wahana wisata yang lengkap serta luas, ada kebun binatangnya juga.. Walaupun tiketnya cukup lumayan mahal tapi sesuai dengan apa yang di dapat..",,positif,positif,positif,,,,,,positif,,
wbl,"Lokasinya luas, banyak wahana permainan yang bisa kita nikmati disini, ada waha air juga lho gaesss. Cocok buat tamu group atau rombongan kesini.
Tempatnya luas, jangan kuatir kalo kesini banyak yang jual kok makanan, minuman, serta oleh-oleh, buat yang tersayang.",,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,"Wahana seru, pantainya bagus, klo renang ditempat dewasa hrus pakek baju renang tpi ada tempat sewa baju renang sih",,positif,positif,positif,,positif,,,,positif,positif,
wbl,"Sebuah tempat wisata dan taman bermain yang sangat luas dan lengkap tidak kalah dengan dunia fantasi Ancol, pemandangan laut yang indah, terdapat miniatur Walisongo didalamnya, ada minimarket dan pasar rakyat di lantai bawah sehingga memungkinkan pengunjung untuk berbelanja oleh-oleh ataupun hasil laut masyarakat sekitar, parkir luas, ada masjid megah dihalaman dan di dalam area wisata tiket terjangkau karena sudah termasuk paket permainan tertentu.",,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,ada bbrp tempat yg sepertinya kurang disukai pengunjung seperti diabaikan/terbengkalai tdk terawat seperti anjungan wali songo dan anjungan jenis2 serangga.,,negatif,negatif,,,,,,,negatif,,
